word,meaning,partOfSpeech,example,example_ja,leapPart,leapNumber,tags
revolution,革命,名詞,The French Revolution changed Europe forever.,フランス革命は永遠にヨーロッパを変えた。,Part3,1074,
contract,①契約 ②～を契約する ③（病気）に感染する,名詞,①She signed a contract with the company. ②He contracted to deliver the goods. ③He contracted a rare disease.,①彼女は会社と契約を結んだ。 ②彼は商品を届けることを契約した。 ③彼は珍しい病気に感染した。,Part3,1075,
infrastructure,インフラ、基本的施設,名詞,The country needs to improve its infrastructure.,その国はインフラを改善する必要がある。,Part3,1076,
negotiate,①（with ～）（～と）交渉する ②（交渉の上で，条件など）を取り決める,自動詞,①They negotiated with the union. ②They negotiated a new deal.,①彼らは組合と交渉した。 ②彼らは新しい条件を取り決めた。,Part3,1077,
cooperate,（with ～）（～と）協力する，（in ～）（～を）協力する,自動詞,All members must cooperate to succeed.,成功するためにすべてのメンバーが協力しなければならない。,Part3,1078,
restore,①（治安など）を回復する ②（古い建物，絵など）を修復する,他動詞,①The police restored order. ②Workers restored the old painting.,①警察が秩序を回復した。 ②作業員たちが古い絵画を修復した。,Part3,1079,
found,～を創立する,他動詞,He founded the company 20 years ago.,彼は20年前に会社を創立した。,Part3,1080,
conservative,保守的な,形容詞,He has conservative views on education.,彼は教育に関して保守的な見方を持っている。,Part3,1081,
affair,①（―s）情勢 ②（スキャンダラスな）事件 ③情事，浮気,名詞,①World affairs change quickly. ②The scandal became a major affair. ③He had a secret affair.,①世界の情勢は素早く変わる。 ②スキャンダルは大きな事件になった。 ③彼は秘密の情事を持っていた。,Part3,1082,
agency,①（政府）機関 ②代理店,名詞,①She works for a government agency. ②He owns a travel agency.,①彼女は政府機関で働いている。 ②彼は旅行代理店を経営している。,Part3,1083,
council,議会,名詞,The city council approved the new budget.,市議会が新しい予算を承認した。,Part3,1084,
kingdom,①（the ～ kingdom）～界，社会 ②王国,名詞,①The animal kingdom includes insects. ②He ruled the kingdom for 30 years.,①動物界には昆虫が含まれる。 ②彼は30年間王国を統治した。,Part3,1085,
republic,共和国,名詞,France is a republic.,フランスは共和国だ。,Part3,1086,
empire,帝国,名詞,The Roman Empire lasted for centuries.,ローマ帝国は何世紀もの間続いた。,Part3,1087,
aid,援助，救援物資〈不可算〉,名詞,Doctors brought food and aid to the village.,医師たちは村に食料と援助物資を持ってきた。,Part3,1088,
reform,改革,名詞,The government introduced education reform.,政府は教育改革を導入した。,Part3,1089,
minister,①大臣 ②牧師,名詞,The prime minister gave a speech.,首相がスピーチをした。,Part3,1090,
parliament,議会,名詞,Parliament voted on the new law.,議会が新しい法律に投票した。,Part3,1091,
territory,①領土 ②（動物などの）縄張り，（学問などの）領域,名詞,①The country lost territory in the war. ②Bears defend their territory. ③This is outside my territory.,①その国は戦争で領土を失った。 ②熊は縄張りを守る。 ③これは私の領域の外だ。,Part3,1092,
poll,①（政治関連の）世論調査 ②投票 ③（票）を得る,名詞,①Opinion polls show she is popular. ②Voters went to the polls. ③She polled 60% of the votes.,①世論調査は彼女が人気があることを示している。 ②有権者たちは投票に行った。 ③彼女は投票の60%を得た。,Part3,1093,
fortune,①財産 ②運,名詞,①He made a fortune in real estate. ②Good fortune came his way.,①彼は不動産で財産を作った。 ②幸運が彼のところへやってきた。,Part3,1094,
property,①（主に集合的）財産，資産 ②（物質の）特性 ③（建物を含む）所有地,名詞,①All the property was left to the children. ②Gold has unique properties. ③He owns property in the city.,①すべての財産が子どもたちに残された。 ②金には独特の特性がある。 ③彼は都市に所有地を持っている。,Part3,1095,
fund,①（―s）資金 ②基金 ③～に資金を出す,名詞,①The project ran out of funds. ②They set up a scholarship fund. ③The government funded the research.,①プロジェクトの資金が尽きた。 ②彼らは奨学基金を設立した。 ③政府が研究に資金を出した。,Part3,1096,
stock,①株（式)②在庫品，蓄え,名詞,①She bought stocks in the company. ②The shop ran out of stock.,①彼女はその会社の株を買った。 ②店の在庫品が尽きた。,Part3,1097,
labor,①労働 ②（集合的に）労働者 ③努力，陣痛,名詞,①Manual labor can be tiring. ②Labor relations improved. ③He put great labor into the project.,①肉体労働は疲れることがある。 ②労使関係が改善した。 ③彼はプロジェクトに大きな努力を注いだ。,Part3,1098,
overwork,①働きすぎる ②～を働かせすぎる，酷使する ③過労,自動詞,①He overworked and became ill. ②She overworks her staff. ③He collapsed from overwork.,①働きすぎて彼は病気になった。 ②彼女はスタッフを働かせすぎる。 ③彼は過労で倒れた。,Part3,1099,
firm,①会社 ②（土台，信念などが）固い ③（体が）引き締まった,名詞,①He works for a law firm. ②The foundations are firm. ③She has a firm body from exercise.,①彼は法律事務所で働いている。 ②基礎は固い。 ③彼女は運動で引き締まった体をしている。,Part3,1100,
union,①労働組合 ②合併 ③連邦,名詞,①The union demanded better pay. ②The union of the two companies created a giant. ③The United States is a federal union.,①組合はより良い賃金を要求した。 ②2社の合併が巨大企業を作り出した。 ③アメリカは連邦国家だ。,Part3,1101,
administration,①経営，運営 ②行政 ③政権 （①②は〈不可算〉）,名詞,①Good administration keeps costs low. ②The city administration announced new rules. ③The Biden administration changed the policy.,①良い経営はコストを低く保つ。 ②市の行政が新しい規則を発表した。 ③バイデン政権が政策を変えた。,Part3,1102,
secretary,①秘書 ②（米国の各省の）長官，事務局長,名詞,①She works as a personal secretary. ②He was appointed Secretary of Defense.,①彼女は個人秘書として働いている。 ②彼は国防長官に任命された。,Part3,1103,
editor,（新聞，雑誌などの）編集長，（書籍の）編集者,名詞,The editor changed several paragraphs.,編集者は何段落かを変えた。,Part3,1104,
client,①依頼人 ②（サービス業の）取引先,名詞,The lawyer met with her client.,弁護士は依頼人と会った。,Part3,1105,
recruit,①（団体・組織が）～を新規採用する ②新兵，新人,他動詞,①The company recruited 50 new graduates. ②He joined the army as a recruit.,①会社は50人の新卒を新規採用した。 ②彼は新兵として軍に入った。,Part3,1106,
basis,①基礎，根拠 ②（on a ～ basis）（～を）基準（として）,名詞,①This is the basis of our agreement. ②She works on a part-time basis.,①これが合意の基礎だ。 ②彼女はパートタイムを基準として働いている。,Part3,1107,
element,①（最も重要な）要素，（化学の）元素 ②（the ―s）自然の力，悪天候 ③（an ― of ～）少しの～,名詞,①Trust is an essential element of friendship. ②Gold is a chemical element. ③The hikers faced the elements. ④There is an element of truth in it.,①信頼は友情の重要な要素だ。 ②金は化学元素だ。 ③ハイカーたちは悪天候に直面した。 ④その中に少しの真実がある。,Part3,1108,
constitute,①（主語が複数）～を構成する ②（主語が単数）～である,他動詞,①Seven members constitute the committee. ②This constitutes a violation of the rules.,①7人のメンバーが委員会を構成する。 ②これはルール違反である。,Part3,1109,
unify,～を統一する,他動詞,The leader unified the country.,指導者が国を統一した。,Part3,1110,
combine,①（A with B)（A）を（B と）結びつける，同時に行う ②結びつく,他動詞,①She combined work with study. ②Hydrogen and oxygen combine to form water.,①彼女は仕事と勉強を結びつけた。 ②水素と酸素が結びついて水を形成する。,Part3,1111,
unite,①団結する ②～を団結させる,自動詞,①The nation united against the enemy. ②Music can unite people.,①国は敵に対して団結した。 ②音楽は人々を団結させることができる。,Part3,1112,
